,gr_pass,gr_pers,grit1,grit2_r,grit3_r,grit4,grit5_r,grit6,grit7_r,grit8_r,grit9,grit10,grit11_r,grit12,Grit,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,bfi1,bfi2,bfi3,bfi4,bfi5,bfi6,bfi7,bfi8,bfi9,bfi10,bfi11,bfi12,bfi13,bfi14,bfi15,bfi16,bfi17,bfi18,bfi19,bfi20,bfi21,bfi22,bfi23,bfi24,bfi25,bfi26,bfi27,bfi28,bfi29,bfi30,bfi31,bfi32,bfi33,bfi34,bfi35,bfi36,bfi37,bfi38,bfi39,bfi40,bfi41,bfi42,bfi43,bfi44,bfi45,bfi46,bfi47,bfi48,bfi49,bfi50,bfi51,bfi52,bfi53,bfi54,bfi55,bfi56,bfi57,bfi58,bfi59,bfi60,O,C,E,A,N,wplgrit1,wplgrit2,wplgrit3,wplgrit4,wplgrit5,wplgrit6,wplgrit7,wplgrit8,wplgrit9,wplgrit10,wplgrit11,wplgrit12,givetake1,givetake2,givetake3,givetake4,givetake5,givetake6,givetake7,givetake8,givetake9,givetake10,givetake11,givetake12,givetake13,Generosity,coach1,coach2,coach3,coach4,coach5,coach6,coach7,coach8,coach9,coach10,coachability,hop1,hop2,hop3,hop4,hop5,hop6,hop7,hop8,hop9,hop10,hop11,hop12,hop13,hop14,hop15,hop16,hop17,scg1_goal1,scg1_goal2,scg1_goal3,scg2_goal1,scg2_goal2,scg2_goal3,scg3_goal1,scg3_goal2,scg3_goal3,scg4_goal1,scg4_goal2,scg4_goal3,scg5_goal1,scg5_goal2,scg5_goal3,birthyr,gender,work_hrs,work_status,work_employer,educ,SATACT,income,birthyr2,age,gender_b,gritrubric,grit_pass,grit_pers,sc2_r,sc3_r,sc4_r,sc5_r,sc7_r,sc9_r,sc10_r,sc12_r,sc13_r,sc,wplgrit,wplpass,wplpers,op,hp,work_time,work_like,work_import,work_pass,work_ident,scg1_goal1_r,scg1_goal2_r,scg1_goal3_r,scg2_goal1_r,scg2_goal2_r,scg2_goal3_r,scg,bfi49_r,bfi51_r,bfi54_r,bfi56_r,bfi57_r,bfi60_r,bfi25_r,bfi28_r,bfi31_r,bfi32_r,bfi33_r,bfi34_r,bfi1_r,bfi4_r,bfi7_r,bfi8_r,bfi11_r,bfi12_r,bfi14_r,bfi16_r,bfi19_r,bfi20_r,bfi23_r,bfi24_r,bfi37_r,bfi39_r,bfi43_r,bfi44_r,bfi45_r,bfi47_r,N_r
94,5,1,2,5,4,1,4,2,4,4,2,1,5,1,2.916666667,3,3,3,5,2,3,1,2,1,2,3,3,3,4,1,1,5,1,1,4,4,1,1,5,5,3,4,3,3,3,3,5,3,1,2,5,4,3,4,3,2,3,3,4,3,4,4,3,1,1,5,1,5,5,5,3,1,1,5,1,4,3,3,3,4,5,1,5,2,3,1,3,3,3.5,2.75,1.25,2.25,1.25,1,1,1,1,1,1,1,2,2,2,1,1,2,1,4,1,1,5,4,4,4,4,3,3,5,1.8,1,3,3,1,3,1,2,1,1,3,1.9,1,3,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,2,5,2,5,5,5,1,1,1,1,1,1,43,1,4,1,1,5,1200,2,1967,53,1,3,4.333333333,1.5,3,3,1,4,5,5,4,3,3,3.230769231,1.25,1,1.6,1.833333333,1,4,1,1,1,1,7,7,7,6,3,6,4.5,3,3,5,4,3,3,3,4,2,3,2,2,2,1,2,2,1,1,2,3,1,3,1,2,5,5,3,5,5,5,4.75
95,6,3,4,1,1,2,2,5,4,2,4,5,3,2,2.916666667,5,4,1,5,4,4,3,4,5,1,4,3,4,4,4,5,3,3,4,4,4,5,4,3,3,5,3,4,4,5,4,4,4,5,4,4,4,2,5,4,3,5,5,2,4,3,1,4,4,5,4,4,4,2,2,4,3,4,2,5,4,4,5,2,2,4,5,5,2,5,3,5,4,3.166666667,4,3.333333333,3.333333333,3.583333333,4,4,5,4,5,5,5,5,5,5,5,3,5,5,5,5,3,4,4,4,4,2,4,5,3,4.6,5,5,5,4,4,5,5,4,5,4,4.6,5,4,5,3,4,5,4,5,4,5,5,4,5,5,4,5,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,70,0,4,1,2,5,NA,4,1994,26,0,4.5,2.166666667,3.666666667,2,5,1,2,3,1,5,3,2,3.153846154,4.583333333,4.571428571,4.6,4,4.833333333,5,5,4,5,2,1,1,1,1,1,1,4,2,4,1,4,1,2,4,3,4,2,3,5,2,3,2,2,3,3,3,2,2,2,2,2,1,2,2,3,2,1,2.416666667
96,4,4,3,4,4,3,3,4,4,3,4,3,3,2,3.333333333,3,3,2,3,2,4,4,4,2,2,4,3,3,3,3,5,1,4,3,3,2,4,4,4,1,4,3,4,5,4,5,2,2,4,4,2,1,2,4,3,1,3,4,2,2,3,4,4,4,3,2,2,3,2,3,4,4,4,2,4,3,4,4,2,4,4,4,4,2,4,4,4,2,3.5,3.666666667,3.75,3.833333333,3.5,4,5,4,3,4,4,4,5,2,4,4,5,5,5,4,5,4,2,4,2,4,5,2,2,4,4.6,2,5,4,5,4,5,5,4,5,4,4.3,4,2,4,2,5,4,4,5,4,4,4,3,4,4,4,5,4,7,6,5,7,7,7,6,7,7,7,6,6,7,6,6,65,0,3,1,1,5,NA,9,1989,31,0,4,3.5,3.166666667,3,4,3,4,2,4,4,3,3,3.461538462,4,4,4,3.166666667,4.333333333,4,4,4,5,4,1,2,3,1,1,1,4,2,4,2,4,2,4,4,5,4,4,3,2,3,5,3,4,2,5,3,1,4,4,4,5,3,4,2,2,2,2,2.5
97,2,2,3,1,4,1,2,4,3,1,4,2,1,4,2.5,1,5,3,4,5,1,5,1,5,5,1,5,5,4,3,2,5,1,2,4,5,2,2,2,4,5,1,4,1,4,5,2,2,2,5,3,5,4,2,2,2,2,2,4,4,4,5,2,2,1,4,1,4,3,4,1,1,1,4,1,5,1,4,3,5,4,2,5,2,3,4,3,1,4.083333333,2.083333333,2,3.916666667,1.5,1,1,1,1,1,1,2,4,1,4,1,1,3,3,2,4,2,2,4,2,2,3,1,1,4,2.8,2,3,5,2,4,1,3,3,2,4,2.9,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,7,4,7,7,7,1,5,7,6,6,6,66,1,2,1,1,2,NA,3,1990,30,1,2,2,3,1,3,2,1,1,1,1,1,1,1.230769231,1.583333333,1.142857143,2.2,1,1,1,2,1,1,1,7,7,7,3,1,4,5.25,5,3,4,4,3,5,2,4,2,2,2,1,2,1,2,1,4,2,5,5,4,4,3,1,5,5,5,5,5,5,4.5
98,1,1,5,2,1,2,3,5,2,1,4,5,2,5,3.083333333,3,2,1,2,2,3,4,4,5,1,5,2,2,4,4,5,4,2,5,4,1,5,4,3,4,5,2,5,4,5,5,1,3,4,5,1,3,2,4,4,2,5,4,2,1,2,2,4,5,5,1,1,2,2,2,4,4,4,4,4,4,4,4,3,5,4,4,5,2,5,5,5,1,3.75,4.25,3.416666667,4.25,3.583333333,5,4,3,4,4,4,5,5,5,4,2,4,5,5,4,4,4,3,2,4,4,2,4,5,2,4.4,4,1,5,2,5,4,4,5,4,3,3.7,4,2,4,4,4,4,4,3,5,4,2,4,4,5,5,5,5,7,7,6,3,5,3,7,7,7,7,7,5,7,7,6,71,0,4,1,1,5,NA,4,1995,25,0,1,1.833333333,4.333333333,4,5,4,4,2,1,5,4,4,3.692307692,4.083333333,4.142857143,4,3.5,3.833333333,4,5,5,5,5,1,1,2,5,3,5,4.75,2,3,2,4,1,5,4,4,4,5,4,4,2,2,2,5,3,2,4,2,5,3,5,3,1,5,2,2,2,2,2.416666667
99,4,4,4,1,2,4,3,5,3,2,3,4,2,4,3.083333333,4,5,3,4,3,4,4,4,4,3,5,4,5,5,4,5,5,4,5,4,3,3,4,5,4,5,4,5,5,5,4,5,4,4,4,5,4,3,4,5,4,4,5,4,4,4,4,5,5,5,4,4,4,5,4,5,4,4,4,5,4,4,4,3,4,4,5,4,5,4,4,4,5,2.833333333,3.416666667,2.916666667,3,3.166666667,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,4,3,5,4,4,5,4,4.2,4,5,4,4,4,3,3,3,5,4,3.9,4,5,4,4,4,4,5,4,4,5,5,4,5,4,5,4,5,6,5,6,6,5,6,6,7,7,5,6,7,6,5,6,54,0,4,1,1,5,NA,5,1978,42,0,4,2.166666667,4,1,3,2,3,2,2,3,2,1,2.769230769,4.25,4.285714286,4.2,4.5,4.166666667,5,4,5,4,5,2,3,2,2,3,2,4.333333333,2,3,1,1,2,1,3,2,2,2,2,2,1,1,2,3,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2.833333333
100,4,2,3,3,2,2,2,5,3,3,1,2,2,4,2.666666667,3,3,1,2,3,3,3,3,3,2,4,2,2,4,2,2,4,4,4,2,3,2,3,2,2,4,2,4,4,5,4,3,3,3,4,4,4,2,4,3,2,4,4,1,2,1,2,5,5,3,4,3,4,4,4,3,2,3,3,3,4,1,4,1,5,5,2,5,2,1,4,4,2,4.5,4.25,3,3.333333333,2.5,4,5,4,4,4,4,4,5,3,3,5,2,4,2,5,5,2,2,4,4,3,3,4,4,4,3.6,5,4,5,5,3,4,4,4,5,5,4.4,3,2,5,5,4,4,2,4,2,4,3,2,5,5,5,4,4,2,1,1,5,6,7,6,7,7,7,3,5,3,2,2,59,0,2,1,1,5,2040,7,1983,37,0,3,2.5,2.833333333,3,5,4,3,3,3,4,4,4,3.538461538,3.916666667,4.142857143,3.6,2.666666667,4,5,5,5,4,4,6,7,7,3,2,1,5.083333333,5,5,4,4,5,4,4,4,5,4,5,4,2,2,4,3,4,4,4,2,3,3,2,2,3,3,3,4,3,3,3.5
101,3,5,5,2,2,4,1,5,1,2,5,5,4,4,3.333333333,5,5,1,5,2,5,4,1,5,2,5,2,5,4,5,5,2,2,4,4,4,5,5,1,5,4,2,4,4,5,4,2,2,5,5,1,2,5,4,4,2,5,5,1,3,3,2,5,5,5,5,2,5,1,2,4,3,5,2,4,2,2,1,2,5,5,5,4,5,4,5,5,4,3.25,4,3.5,4.166666667,3.5,2,3,2,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,4,5,5,4,5,5,4,5,5,4.7,5,5,5,5,5,5,5,5,4,5,2,3,5,4,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,46,0,4,2,1,4,1100,8,1970,50,0,4,2,4.666666667,1,5,1,4,2,1,4,4,1,3,4,3.571428571,4.6,4,5,5,4,5,5,5,1,1,1,1,1,1,4,4,4,1,1,2,2,1,4,5,3,3,4,2,4,2,2,5,1,4,2,4,4,5,4,1,4,2,3,1,2,2.5
102,5,5,5,1,2,4,1,5,2,2,5,4,2,4,3.083333333,5,5,4,5,4,4,4,4,4,5,5,4,5,5,3,4,5,4,4,4,4,4,5,4,4,4,4,4,3,5,5,3,5,3,5,4,4,5,5,4,4,4,4,4,4,3,5,5,4,5,5,3,3,4,4,5,5,4,4,4,4,5,4,4,5,5,4,4,5,4,5,5,4,3.166666667,3.083333333,2.833333333,3.25,3.166666667,5,5,5,4,4,5,4,5,5,3,4,4,4,4,4,5,4,4,5,5,5,4,4,5,4,4.2,5,4,5,4,5,4,4,4,4,4,4.3,3,5,4,5,4,4,5,4,5,4,5,4,4,5,4,4,5,5,6,7,5,6,7,6,7,5,6,7,5,5,6,7,66,1,4,1,1,5,NA,8,1990,30,1,5,1.666666667,4.5,1,2,1,2,2,2,1,2,1,2.461538462,4.416666667,4.571428571,4.2,4.833333333,3.833333333,4,5,4,4,5,3,2,1,3,2,1,4,1,2,2,1,2,2,1,2,2,2,3,1,1,1,2,2,2,2,2,3,3,1,2,2,1,3,1,1,2,2,2.833333333
103,4,4,4,3,4,4,3,5,4,4,4,4,4,4,3.916666667,3,3,1,2,3,3,2,4,2,1,4,2,1,5,1,1,5,1,3,4,4,3,2,4,3,2,2,3,3,5,4,2,1,3,4,1,3,4,2,2,1,4,4,1,1,1,1,4,5,3,2,4,3,1,1,4,3,4,2,5,1,3,3,3,4,3,4,4,1,2,3,3,2,3.416666667,4,1.833333333,3.75,4.083333333,5,2,2,3,2,2,3,5,4,5,3,3,4,4,5,4,3,3,4,5,2,4,4,2,3,4,3,3,5,4,4,2,2,3,4,4,3.4,4,4,4,4,4,5,2,5,2,4,2,2,4,4,5,4,4,5,5,2,2,3,3,7,7,6,3,5,6,1,1,5,23,0,2,5,NA,3,NA,4,1947,73,0,4,3.666666667,4.166666667,3,5,4,3,4,4,5,4,5,3.923076923,3.25,2.714285714,4,2.666666667,4.333333333,4,4,5,4,4,3,3,6,6,5,5,5.166666667,3,3,2,5,4,4,2,5,5,5,5,5,1,1,2,2,2,3,4,3,4,5,5,3,3,2,2,3,2,1,1.916666667
104,3,4,5,4,3,2,4,5,4,5,4,5,4,5,4.166666667,1,5,2,2,3,2,4,2,2,2,5,5,1,5,1,1,5,1,2,2,2,1,1,2,5,1,5,2,5,4,4,4,4,1,1,5,5,1,5,4,1,5,5,1,4,1,1,5,5,1,5,1,5,5,5,1,1,1,5,2,5,1,5,1,5,5,1,5,1,1,5,4,1,4.916666667,4.666666667,1.833333333,1.75,1.083333333,4,4,4,5,4,2,5,5,5,5,5,1,5,4,5,2,1,1,5,4,2,5,4,4,5,3.4,1,2,5,5,5,4,4,3,5,4,3.8,5,2,5,4,5,5,1,4,1,4,2,1,2,5,5,2,4,7,2,1,5,6,1,7,7,7,1,1,7,1,1,7,53,1,2,2,4,5,1410,11,1977,43,1,3.5,4,4.333333333,1,4,4,3,2,4,4,1,5,2.923076923,4.083333333,4,4.2,1.833333333,4.666666667,2,5,5,2,4,1,6,7,3,2,7,4.666666667,5,5,5,5,5,5,5,5,5,2,5,5,1,1,4,4,4,1,1,1,2,2,1,1,5,5,5,5,5,4,4.916666667
105,3,4,4,3,2,4,1,4,1,1,5,3,3,4,2.916666667,4,3,4,4,4,5,5,4,4,5,3,5,3,4,4,3,5,5,4,4,4,4,3,4,5,4,4,3,4,5,4,4,5,3,4,5,5,3,5,4,5,4,3,4,5,3,3,4,5,5,3,3,3,5,3,3,3,4,4,4,5,4,3,4,5,4,4,5,3,4,5,3,3,3.25,3.166666667,2.75,2.666666667,2.916666667,4,5,4,5,5,4,4,5,5,3,4,3,3,4,3,4,3,5,4,4,4,3,5,4,5,3.4,5,4,5,5,5,5,5,3,5,3,4.5,4,5,4,3,5,4,5,3,5,4,3,5,4,3,5,4,5,5,6,4,5,7,6,6,7,5,6,5,6,6,7,5,63,0,1,1,3,6,NA,5,1987,33,0,3.5,1.833333333,4,3,2,2,2,1,2,1,1,3,2.538461538,4.25,4.428571429,4,4.333333333,4,4,3,5,4,5,3,2,4,3,1,2,4.166666667,2,2,2,3,2,3,3,1,2,1,3,3,2,1,2,2,2,1,2,2,2,1,1,1,1,3,3,3,2,2,3.083333333
106,3,4,5,4,5,1,5,5,4,4,4,5,5,3,4.166666667,1,5,2,2,4,1,5,1,5,1,3,3,2,2,2,2,5,3,3,3,1,1,4,2,3,5,1,4,1,5,5,2,1,1,1,4,4,2,4,2,3,4,4,2,5,1,4,4,4,1,5,1,5,3,5,3,1,1,5,1,5,1,5,1,5,5,1,5,1,1,3,4,2,4.666666667,3.416666667,2.916666667,3.666666667,1.333333333,4,2,3,1,4,3,3,4,3,4,4,1,4,4,5,4,2,4,4,4,3,4,3,1,5,3.8,3,3,5,4,3,1,1,4,5,5,3.4,4,1,3,1,4,1,1,4,1,4,1,1,4,4,3,1,4,1,1,2,5,1,4,7,7,7,2,3,3,1,1,1,48,1,3,1,3,6,1100,5,1972,48,1,3.5,4.5,3.833333333,1,4,4,2,1,1,5,3,4,2.384615385,3,2.857142857,3.2,1,3.333333333,4,4,3,1,4,7,7,6,3,7,4,5.25,5,5,5,5,5,4,4,3,4,1,5,2,4,1,3,5,4,3,5,5,4,5,2,2,5,5,3,5,5,5,4.666666667
107,5,5,4,3,4,2,4,4,4,2,5,3,4,3,3.5,5,5,1,1,2,5,5,5,5,1,5,3,2,3,3,4,1,2,4,3,5,5,5,3,1,5,2,5,3,5,4,1,4,4,5,1,4,1,5,5,1,5,5,3,3,1,1,3,1,1,2,5,3,2,2,5,2,5,1,5,2,4,5,2,4,4,4,4,2,1,5,5,4,3.833333333,4.166666667,3.583333333,4.083333333,3.916666667,5,4,3,3,5,4,5,5,2,3,5,2,3,4,5,4,3,4,4,5,4,5,4,2,5,3.8,5,4,5,4,4,5,5,4,4,5,4.5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,73,0,2,1,1,5,NA,4,1997,23,0,5,3.5,3.5,1,5,5,4,1,1,5,3,4,3.769230769,3.833333333,4.142857143,3.4,4.833333333,5,5,5,5,5,5,7,3,1,1,1,1,4.666666667,2,4,2,4,5,2,5,5,3,3,5,5,3,5,3,1,3,5,4,3,5,2,5,2,5,1,1,4,1,1,2.083333333
108,4,4,4,2,2,4,2,5,2,2,4,4,1,4,3,4,4,4,4,5,4,4,4,3,4,4,4,5,4,4,4,3,4,3,4,4,4,5,4,5,5,4,5,3,4,4,5,4,4,5,4,5,4,4,3,4,3,4,4,4,4,4,4,5,5,4,4,4,3,3,5,4,4,3,5,4,4,4,3,4,4,4,4,4,4,4,4,4,3.083333333,2.916666667,3,3.166666667,3.5,4,4,3,4,4,4,3,4,3,3,3,5,4,4,3,5,4,4,4,4,5,4,3,4,4,4,3,5,5,3,4,5,4,4,4,4,4.1,4,4,3,4,4,4,5,4,4,4,4,5,3,4,4,5,4,6,7,6,6,7,6,6,6,6,5,7,6,6,7,5,58,0,3,1,1,6,NA,7,1982,38,0,4,1.833333333,4.166666667,2,2,2,1,2,3,2,2,1,2.538461538,3.666666667,3.714285714,3.6,4.333333333,3.833333333,3,4,4,5,4,2,1,2,2,1,2,3.833333333,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,3,1,2,2,1,1,2,1,2,2,1,2.5
109,5,4,3,4,4,3,3,4,3,3,4,2,4,4,3.416666667,3,5,2,3,3,3,3,3,2,1,3,1,2,4,4,4,4,3,4,3,3,4,4,2,2,4,4,4,3,4,4,4,4,4,4,4,4,2,5,4,2,4,4,2,2,2,2,4,4,3,4,2,4,4,3,4,4,3,3,3,4,2,4,2,5,4,3,4,4,2,4,4,1,3.916666667,4.083333333,3.416666667,3.083333333,2.75,4,3,1,2,3,2,4,5,4,4,4,3,4,4,4,3,4,2,3,4,2,4,2,2,3,3.8,4,3,5,4,2,2,4,3,4,4,3.5,4,3,4,2,4,4,1,4,1,4,2,4,4,4,5,3,4,6,5,2,3,2,5,7,6,6,4,4,5,7,2,2,29,0,2,1,1,3,1314,10,1953,67,0,4.5,3.5,3.333333333,1,4,3,3,3,4,5,5,4,3.384615385,3.25,2.714285714,4,2.166666667,4,4,4,5,3,4,2,3,6,5,6,3,4.75,4,4,3,2,4,5,4,4,4,4,4,4,2,2,3,3,4,4,2,3,2,2,2,2,3,4,2,2,3,3,3.25
110,4,3,2,1,2,5,4,1,3,4,4,3,1,4,2.833333333,3,2,4,2,4,4,3,2,3,4,3,4,2,5,3,4,3,2,5,5,2,3,5,3,5,5,5,5,1,3,5,3,5,2,2,3,3,2,4,4,2,4,1,5,2,2,4,4,2,3,5,5,5,4,5,2,1,3,5,2,2,3,2,3,3,1,2,3,1,3,2,2,2,2.916666667,3.166666667,2.916666667,3.166666667,2.166666667,1,4,1,4,5,1,2,4,3,5,1,5,5,5,3,3,1,3,2,2,5,4,3,2,2,3.4,1,2,1,1,4,1,4,5,3,1,2.3,1,4,2,2,2,4,5,4,2,5,1,2,3,1,2,4,3,5,3,6,5,5,5,5,6,6,5,6,5,5,6,5,71,0,2,1,1,5,NA,9,1995,25,0,3.5,2.5,3.166666667,4,2,4,2,3,3,2,2,4,2.923076923,3,2.571428571,3.6,2.666666667,3,3,1,2,4,3,3,5,2,3,3,3,4.333333333,3,3,4,5,3,4,4,4,1,4,4,2,1,3,1,4,3,1,1,5,3,1,3,3,3,1,4,5,3,4,3.833333333
111,6,5,4,5,4,4,5,4,4,5,4,4,3,4,4.166666667,2,3,1,2,3,3,4,2,3,1,5,3,2,3,3,4,3,4,4,3,3,4,3,3,4,4,1,4,1,3,3,3,3,3,4,3,1,4,4,3,1,4,4,1,4,3,3,3,3,5,1,4,4,3,3,5,4,5,1,5,1,1,5,1,4,5,1,5,1,3,3,3,3,4.25,3.416666667,3.25,3.75,4.25,4,5,3,3,4,3,3,4,5,5,5,3,4,5,3,4,4,5,4,4,3,3,3,4,3,4,3,4,5,5,5,4,5,3,4,5,4.3,4,3,5,5,4,4,1,4,1,4,3,3,4,3,4,3,3,1,5,5,5,5,5,7,7,7,7,7,7,7,7,7,63,0,2,6,NA,3,NA,5,1987,33,0,5.5,4.333333333,4,3,5,4,3,2,3,5,3,4,3.384615385,3.916666667,3.571428571,4.4,2.666666667,4.166666667,4,3,4,3,3,7,3,3,3,3,3,5.333333333,5,5,5,5,3,3,2,5,5,2,3,3,3,3,3,3,3,2,5,5,3,3,3,5,1,2,1,2,1,1,1.75
112,6,6,5,4,5,3,5,5,5,5,5,5,4,5,4.666666667,2,3,3,5,3,4,5,3,3,2,5,2,2,5,2,1,5,4,3,1,2,3,5,4,2,2,4,4,4,4,3,2,2,2,2,4,5,4,2,2,2,5,5,4,4,4,2,5,5,5,2,2,4,1,1,4,4,5,1,5,1,1,5,1,5,5,1,5,5,1,5,5,1,4.666666667,3.333333333,2.916666667,2.666666667,4.25,5,5,5,5,3,5,5,5,5,5,5,5,5,3,5,3,5,1,4,5,3,5,5,5,5,4.2,5,3,5,5,5,5,5,2,5,5,4.5,5,2,5,5,5,1,1,5,1,5,2,1,5,5,5,5,5,1,1,1,1,1,5,7,7,7,7,5,7,7,7,1,61,0,4,2,4,5,1350,3,1985,35,0,6,4.666666667,4.666666667,3,3,1,3,1,3,4,4,4,3.076923077,4.833333333,4.714285714,5,2,4.333333333,5,5,5,5,5,7,7,7,7,7,3,6.5,5,5,5,1,5,5,2,4,2,2,2,4,1,1,5,4,2,4,2,2,4,4,2,1,1,4,2,2,1,1,1.75
113,2,2,3,4,4,4,3,4,3,2,3,2,4,4,3.333333333,4,4,3,1,1,4,3,3,1,2,3,1,2,4,1,2,5,1,2,4,4,2,3,4,4,3,4,4,4,4,4,1,1,4,4,1,3,1,4,4,1,4,4,4,2,2,1,4,5,4,1,4,2,1,2,4,4,4,2,4,1,2,3,3,4,1,4,2,4,4,2,2,4,2.416666667,4.166666667,1.833333333,3.75,4.25,5,5,3,1,2,3,3,5,1,4,3,4,3,3,3,2,5,1,4,3,1,4,2,2,5,3.2,5,5,4,4,4,4,5,2,4,2,3.9,4,2,2,1,4,3,2,3,2,4,2,2,2,4,3,3,4,5,3,5,7,4,2,7,7,7,4,5,7,7,4,4,62,0,2,1,1,5,1180,4,1986,34,0,2,3.333333333,3.333333333,2,3,5,5,3,5,4,5,4,3.846153846,3.25,3.142857143,3.4,1.833333333,3.333333333,2,4,3,3,4,3,5,3,1,4,6,4.916666667,4,3,2,2,2,2,5,5,2,4,4,5,2,1,2,2,2,2,2,2,5,5,5,3,2,2,2,2,2,2,1.75
114,5,4,5,5,4,4,5,5,5,5,5,5,4,5,4.75,4,1,1,1,1,4,1,4,1,1,5,1,1,3,2,4,1,4,5,1,1,4,5,4,1,4,1,5,5,5,5,1,1,5,5,1,1,1,5,5,1,5,5,1,1,1,1,5,5,4,1,5,1,2,1,4,5,4,1,4,1,1,4,1,5,4,1,5,4,1,4,4,1,4.416666667,5,4.083333333,4.583333333,4.583333333,5,5,5,4,4,4,5,5,5,5,5,5,4,4,5,5,5,2,4,4,3,2,4,2,2,4.6,4,4,5,5,5,5,5,5,5,4,4.7,4,2,5,4,4,5,3,5,3,4,4,2,4,5,4,5,4,6,4,6,2,2,2,7,6,7,5,7,6,7,6,4,66,1,2,1,1,5,1280,11,1990,30,1,4.5,4.666666667,4.833333333,5,5,5,5,5,5,5,5,5,4.769230769,4.75,4.571428571,5,3,4.5,4,5,4,5,4,2,4,2,6,6,6,5.333333333,5,5,5,2,5,5,5,5,5,5,5,5,3,5,5,5,2,5,5,1,5,5,5,5,2,1,2,1,2,2,1.416666667
115,6,2,3,2,3,3,3,3,4,2,2,4,3,3,2.916666667,2,4,3,3,3,2,5,2,3,3,3,3,2,4,2,2,4,3,3,3,3,2,3,2,3,3,4,3,3,4,4,2,2,3,3,3,4,3,4,3,2,3,3,3,3,3,3,3,3,3,4,2,4,3,3,2,3,4,2,3,3,1,4,1,5,4,2,3,3,3,3,4,2,3.916666667,3.166666667,2.666666667,3.166666667,2.833333333,3,5,4,3,4,5,4,3,3,3,3,3,3,3,4,3,3,3,4,4,2,4,3,3,3,3.2,3,3,4,4,3,3,3,3,4,5,3.5,4,4,4,4,4,5,3,4,5,4,3,3,3,5,5,4,5,6,7,5,7,6,5,5,7,7,1,1,1,2,2,2,57,0,2,1,2,2,NA,8,1981,39,0,4,2.833333333,3,2,3,3,3,1,3,3,3,4,2.615384615,3.583333333,4,3,3.666666667,4.166666667,3,5,5,4,5,2,1,3,1,2,3,2.833333333,5,5,4,3,3,4,3,4,3,3,3,3,2,2,3,3,4,3,2,3,4,4,3,2,3,4,4,3,2,3,3.166666667
116,5,5,4,4,3,5,5,4,5,5,4,5,2,5,4.25,5,1,1,1,1,4,3,4,1,1,5,1,1,4,1,4,4,1,4,2,1,4,4,1,1,5,2,4,3,5,5,1,3,4,4,1,3,1,4,5,2,5,4,1,2,2,2,4,4,4,1,2,2,1,2,4,4,4,1,4,2,1,4,2,1,4,4,4,3,2,4,4,2,3.583333333,4.333333333,3.416666667,4.166666667,4.083333333,4,3,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,2,4,3,4,3,4,4,4,4,3.6,5,2,3,3,4,4,5,4,4,4,4,4,3,5,5,5,5,7,7,7,4,4,4,7,7,7,7,7,7,7,7,7,43,0,4,1,1,5,NA,6,1967,53,0,5,4,4.5,5,5,5,5,3,5,5,5,5,4.692307692,3.666666667,3.571428571,3.8,3.666666667,4,3,5,5,5,5,1,1,1,4,4,4,4.75,5,4,2,3,4,4,5,4,5,4,4,4,2,2,4,5,5,5,4,3,5,3,5,3,2,4,2,2,2,2,1.916666667
117,2,2,3,2,4,2,3,3,3,2,3,4,4,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,5,3,3,4,3,3,3,3,3,4,2,2,4,3,4,2,4,4,3,3,4,4,2,3,4,4,2,4,3,3,3,4,4,3,3,3,3,5,1,4,2,3,3,3,3,4,3,3,3,3,3,4,3,3,4,3,3,3,3,1,3.333333333,2.666666667,3,3.666666667,2.583333333,3,4,2,3,3,3,3,3,3,3,4,2,4,4,4,3,4,3,4,4,3,3,3,3,3,3.8,3,3,4,3,3,3,4,3,4,4,3.4,3,3,4,3,3,3,2,3,2,3,3,3,3,3,3,3,3,6,2,5,6,4,5,7,5,6,4,5,5,6,5,5,67,1,2,4,NA,5,NA,11,1991,29,1,2,3,3,3,3,4,4,3,3,3,4,4,3.307692308,3,3,3,2.666666667,3.166666667,3,3,3,3,3,2,6,3,2,4,3,4.333333333,3,3,3,3,3,5,2,2,3,2,2,3,1,2,3,3,4,4,3,4,3,3,4,3,3,5,3,3,3,3,3.416666667
